Feature,X_Value,Partial_Effect,CI_Lower,CI_Upper
E_fixed_GPa,119.94044444444445,-133.37307665578984,-262.82185393224955,-3.9242993793301366
E_fixed_GPa,124.2088888888889,-91.83458803342924,-223.94172123936704,40.27254517250856
E_fixed_GPa,128.47733333333335,-49.42600752685562,-183.99101081531276,85.13899576160154
E_fixed_GPa,132.7457777777778,-6.412846405735533,-143.6392123493228,130.81351953785173
E_fixed_GPa,137.01422222222223,36.730661723010805,-104.26007858490502,177.7214020309266
E_fixed_GPa,141.28266666666667,79.53003866791752,-66.80940335312113,225.86948068895617
E_fixed_GPa,145.5511111111111,121.51080623751807,-31.551180521496036,274.57279299653214
E_fixed_GPa,149.81955555555555,162.1985052032931,1.8651386145174342,322.5318717920688
E_fixed_GPa,154.088,201.22919239361806,34.071405946610355,368.3869788406258
E_fixed_GPa,158.35644444444446,238.60970714552343,65.66619576058483,411.553218530462
E_fixed_GPa,162.6248888888889,274.4245610282012,97.2789625128787,451.5701595435237
E_fixed_GPa,166.89333333333335,308.758265610844,129.60973156284857,487.9067996588394
E_fixed_GPa,171.1617777777778,341.69533246264393,163.34622887350145,520.0444360517864
E_fixed_GPa,175.43022222222223,373.32085643966434,198.96171962762173,547.679993251707
E_fixed_GPa,179.69866666666667,403.80200268350785,235.98885128590987,571.6151540811059
E_fixed_GPa,183.9671111111111,433.47191790604137,272.7080767132562,594.2357590988265
E_fixed_GPa,188.23555555555558,462.68377196375513,307.4549226404197,617.9126212870906
E_fixed_GPa,192.50400000000002,491.790734713139,339.20049606527135,644.3809733610067
E_fixed_GPa,196.77244444444446,521.1459760106831,367.80447077324766,674.4874812481185
E_fixed_GPa,201.0408888888889,551.0890506807008,393.71976972699775,708.4583316344037
E_fixed_GPa,205.30933333333334,581.4652442161236,416.3292444377133,746.6012439945338
E_fixed_GPa,209.57777777777778,611.4973215570367,434.1192740353779,788.8753690786955
E_fixed_GPa,213.84622222222222,640.3683536721635,446.83859479153887,833.8981125527881
E_fixed_GPa,218.11466666666666,667.2614115302287,455.52995012036877,878.9928729400885
E_fixed_GPa,222.3831111111111,691.3595660999556,461.94474477604183,920.7743874238694
E_fixed_GPa,226.65155555555557,711.8882002891249,467.94685174994834,955.8295488283015
E_fixed_GPa,230.92000000000002,728.7362751457431,474.63435591803704,982.8381943734491
E_fixed_GPa,235.18844444444446,742.3196199829497,482.2024797835408,1002.4367601823585
E_fixed_GPa,239.4568888888889,753.0685771089805,490.47886454328534,1015.6582896746758
E_fixed_GPa,243.72533333333334,761.4134888320716,499.0958587782141,1023.7311188859292
E_fixed_GPa,247.99377777777778,767.7846974604596,507.5851026511108,1027.9842922698085
E_fixed_GPa,252.26222222222222,772.6211043854237,515.4473648554549,1029.7948439153924
E_fixed_GPa,256.53066666666666,776.4325613944156,522.2266242305541,1030.6384985582772
E_fixed_GPa,260.7991111111111,779.7640019966932,527.6647584053754,1031.863245588011
E_fixed_GPa,265.06755555555554,783.1606090330188,531.8315625701106,1034.4896554959269
E_fixed_GPa,269.33599999999996,787.1675653441537,535.1934779758809,1039.1416527124265
E_fixed_GPa,273.6044444444444,792.3300537708607,538.6103039089537,1046.0498036327676
E_fixed_GPa,277.8728888888889,799.1430086262094,543.1573863096388,1055.1286309427799
E_fixed_GPa,282.1413333333333,807.8614937491596,549.5783424930382,1066.144645005281
E_fixed_GPa,286.4097777777778,818.6690767825311,558.4262918315151,1078.911861733547
E_fixed_GPa,290.6782222222222,831.749313101437,570.1564979214289,1093.3421282814452
E_fixed_GPa,294.94666666666666,847.28575808099,585.098625702087,1109.472890459893
E_fixed_GPa,299.21511111111107,865.461821840229,603.4198927110708,1127.5037509693873
E_fixed_GPa,303.48355555555554,886.3369565959708,624.8341617716651,1147.8397514202766
E_fixed_GPa,307.75199999999995,909.6207653105976,648.2203398843803,1171.0211907368148
E_fixed_GPa,312.0204444444444,934.9615710402369,672.4029085025406,1197.5202335779331
E_fixed_GPa,316.2888888888889,962.007696841016,696.434979496046,1227.580414185986
E_fixed_GPa,320.5573333333333,990.4074657690621,719.7171696954774,1261.0977618426468
E_fixed_GPa,324.8257777777778,1019.8094956615794,742.0511609713433,1297.5678303518155
E_fixed_GPa,329.0942222222222,1049.8863358626343,763.5990898824917,1336.173581842777
